firstname,lastname,email,phone,lifecyclestage,hs_lead_status,deal_stage,unsubscribed_from_all_email,hs_email_open,hs_email_click,hs_analytics_last_visit_timestamp,zoho_last_open_date,zoho_lead_status,zoho_id,daysmart_id,master_id,last_appointment_date,daysmart_status,lifetime_value,total_appointments,loyalty_points,primary_service,zerobounce_status,zerobounce_score,email_verification_status,service_interests,data_rule_applied,source_system,record_type,import_date
Peter,Moore,lewiscynthia@example.org,(361) 362-6398,lead,Qualified,Value Proposition,False,62,37,2025-08-22,2025-08-22,Qualified,ZCR-104586,,ZCR-104586,2024-10-23,No DaySmart Record,0.0,0,0,,valid,10,Valid,Course; High Value,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Brittany,Smith,joseph13@example.com,(262) 289-8108,lead,New,,False,112,0,2026-02-05,2026-02-05,New,ZCR-104587,,ZCR-104587,2024-08-01,No DaySmart Record,0.0,0,0,,valid,10,Valid,Beauty; Newsletter,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Vanessa,Greene,dmyers@example.net,(410) 503-1971,lead,Converted,Perception Analysis,False,86,50,2025-05-31,2025-05-31,Converted,ZCR-104588,,ZCR-104588,2026-01-25,No DaySmart Record,0.0,0,0,,valid,10,Valid,Healthcare; New Customer,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Brenda,Sweeney,steven67@example.com,(063) 447-0944,lead,Working,Qualification,False,84,29,2026-01-22,2026-01-22,Working,ZCR-104589,,ZCR-104589,2026-04-04,No DaySmart Record,0.0,0,0,,valid,10,Valid,Course; Fitness; Referral,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
James,Davis,johnrodriguez@example.net,(245) 140-6534,lead,Unqualified,Proposal,False,19,1,2026-02-24,2026-02-24,Unqualified,ZCR-104591,,ZCR-104591,2025-07-10,No DaySmart Record,0.0,0,0,,valid,10,Valid,Education; Hospitality; Newsletter,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Jay,Patel,anthony37@example.com,(431) 975-4239,lead,Working,Closed Won,False,86,22,2026-03-26,2026-03-26,Working,ZCR-104592,,ZCR-104592,2025-09-03,No DaySmart Record,0.0,0,0,,valid,10,Valid,Education; New Customer; Professional,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Robert,Fitzgerald MD,jim11@example.com,(870) 791-4813,lead,Unqualified,Qualification,False,30,21,2025-07-12,2025-07-12,Unqualified,ZCR-104593,,ZCR-104593,2025-11-30,No DaySmart Record,0.0,0,0,,valid,10,Valid,Fitness; Repeat; VIP,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Angela,Smith,rwilliams@example.net,(159) 385-0981,lead,Unqualified,Closed Won,False,120,54,2025-06-13,2025-06-13,Unqualified,ZCR-104594,,ZCR-104594,2024-06-24,No DaySmart Record,0.0,0,0,,valid,10,Valid,Referral; Retail,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Maxwell,Delgado,james58@example.com,(213) 184-1807,lead,Converted,Decision Maker,False,59,1,2026-02-01,2026-02-01,Converted,ZCR-104597,,ZCR-104597,2024-06-27,No DaySmart Record,0.0,0,0,,valid,10,Valid,Beauty; Professional; Referral,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Joseph,Meza,goodkimberly@example.org,(342) 513-8617,lead,New,Negotiation,False,79,0,2025-08-17,2025-08-17,New,ZCR-104598,,ZCR-104598,2025-09-18,No DaySmart Record,0.0,0,0,,valid,10,Valid,Fitness; High Value,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Lisa,Silva,donna97@example.net,(612) 860-0342,lead,Unqualified,Decision Maker,False,28,10,2025-10-31,2025-10-31,Unqualified,ZCR-104601,,ZCR-104601,2025-12-04,No DaySmart Record,0.0,0,0,,catch-all,6,Valid,Fitness; Newsletter,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Roger,Mcfarland,freeves@example.com,(516) 663-0317,lead,Working,Perception Analysis,False,52,27,2026-02-18,2026-02-18,Working,ZCR-104602,,ZCR-104602,2026-01-04,No DaySmart Record,0.0,0,0,,valid,10,Valid,Corporate; New Customer; Wellness,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Eric,King,hebertsusan@example.org,(912) 135-8870,lead,Converted,Closed Won,False,82,56,2025-10-26,2025-10-26,Converted,ZCR-104605,,ZCR-104605,2024-07-19,No DaySmart Record,0.0,0,0,,valid,10,Valid,Corporate; Referral,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Raven,Fisher,williamsbethany@example.net,(865) 673-3459,lead,Unqualified,Qualification,False,90,56,2025-06-28,2025-06-28,Unqualified,ZCR-104606,,ZCR-104606,2025-01-11,No DaySmart Record,0.0,0,0,,valid,10,Valid,Fitness; Healthcare; High Value,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Dr.,Joel Haynes,sean69@example.org,(895) 020-0529,lead,Working,Qualification,False,14,11,2025-06-10,2025-06-10,Working,ZCR-104607,,ZCR-104607,2026-02-28,No DaySmart Record,0.0,0,0,,valid,10,Valid,Course; Hospitality; Newsletter,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Gina,Graham,joshuajames@example.com,(400) 128-8014,lead,Converted,Perception Analysis,False,89,50,2025-10-10,2025-10-10,Converted,ZCR-104608,,ZCR-104608,2025-04-24,No DaySmart Record,0.0,0,0,,valid,10,Valid,Hospitality; Professional; Repeat; VIP,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Cody,Tran,powellmaria@example.org,(243) 390-6954,lead,Working,,False,94,5,2025-09-10,2025-09-10,Working,ZCR-104609,,ZCR-104609,2025-06-23,No DaySmart Record,0.0,0,0,,valid,10,Valid,Hospitality; New Customer; Professional,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Carrie,Huang,bryan83@example.org,(707) 900-3022,lead,Unqualified,Closed Lost,False,92,43,2025-10-29,2025-10-29,Unqualified,ZCR-104610,,ZCR-104610,2026-03-10,No DaySmart Record,0.0,0,0,,valid,10,Valid,Professional; Repeat; VIP,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Nicholas,Gibbs,christopher80@example.net,(147) 841-5235,lead,Qualified,Decision Maker,False,32,13,2025-09-25,2025-09-25,Qualified,ZCR-104611,,ZCR-104611,2025-07-05,No DaySmart Record,0.0,0,0,,catch-all,6,Valid,New Customer; Retail; Wellness,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Sandra,Brock,charlesstevenson@example.org,(870) 176-9314,lead,Converted,Decision Maker,False,53,37,2026-02-25,2026-02-25,Converted,ZCR-104612,,ZCR-104612,2025-10-31,No DaySmart Record,0.0,0,0,,unknown,4,Valid,Corporate; Professional,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Leslie,Lewis,kimaguilar@example.com,(593) 550-6294,lead,New,Needs Analysis,True,59,40,2026-01-27,2026-01-27,New,ZCR-104613,,ZCR-104613,2024-04-19,No DaySmart Record,0.0,0,0,,do_not_mail,1,Valid,Fitness; Newsletter; Retail,Do Not Mail,Zoho,Zoho Only — Never Booked,2026-04-14
Peter,Gonzalez,timothysmith@example.com,(294) 397-2422,lead,Qualified,Closed Won,False,15,15,2026-01-19,2026-01-19,Qualified,ZCR-104618,,ZCR-104618,2025-02-25,No DaySmart Record,0.0,0,0,,valid,10,Valid,Fitness; Hospitality,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Robert,Hernandez,hcastillo@example.net,(871) 436-5393,lead,Working,Value Proposition,False,102,26,2025-05-22,2025-05-22,Working,ZCR-104619,,ZCR-104619,2026-03-16,No DaySmart Record,0.0,0,0,,valid,10,Valid,Wellness,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Michael,Mann,wellsmatthew@example.net,(188) 266-1701,lead,Qualified,Qualification,False,94,12,2025-10-25,2025-10-25,Qualified,ZCR-104621,,ZCR-104621,2025-05-06,No DaySmart Record,0.0,0,0,,valid,10,Valid,Newsletter; Retail,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Mary,Lane PhD,michael30@example.net,(527) 613-8005,lead,Qualified,Value Proposition,False,1,0,2025-05-21,2025-05-21,Qualified,ZCR-104624,,ZCR-104624,2025-02-19,No DaySmart Record,0.0,0,0,,valid,10,Valid,Corporate; Professional; Referral,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Brittany,Swanson,masonlawson@example.net,(545) 550-4158,lead,Working,Closed Won,False,50,47,2025-11-25,2025-11-25,Working,ZCR-104625,,ZCR-104625,2025-11-07,No DaySmart Record,0.0,0,0,,valid,10,Valid,New Customer; Wellness,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Amanda,Ross,nicoleerickson@example.net,(392) 318-2059,lead,New,Qualification,False,23,4,2025-10-29,2025-10-29,New,ZCR-104626,,ZCR-104626,2026-01-13,No DaySmart Record,0.0,0,0,,valid,10,Valid,Healthcare; Newsletter; Professional,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Katie,Vazquez,laura94@example.org,(474) 797-9782,lead,Qualified,Needs Analysis,False,25,14,2025-05-20,2025-05-20,Qualified,ZCR-104627,,ZCR-104627,2024-08-20,No DaySmart Record,0.0,0,0,,valid,10,Valid,Hospitality; Newsletter,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Jonathon,Lucero,christinesnyder@example.com,(341) 467-1701,lead,New,,True,99,12,2025-10-10,2025-10-10,New,ZCR-104630,,ZCR-104630,2025-11-18,No DaySmart Record,0.0,0,0,,do_not_mail,1,Valid,Education; Healthcare,Do Not Mail,Zoho,Zoho Only — Never Booked,2026-04-14
Crystal,Ray,vyang@example.net,(493) 197-4362,lead,Working,Proposal,False,51,27,2025-09-25,2025-09-25,Working,ZCR-104635,,ZCR-104635,2024-11-12,No DaySmart Record,0.0,0,0,,catch-all,6,Valid,Beauty; New Customer; Wellness,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Eric,Barajas,isaiahwhitaker@example.com,(322) 711-5235,lead,Working,Value Proposition,False,72,48,2026-01-29,2026-01-29,Working,ZCR-104638,,ZCR-104638,2024-12-11,No DaySmart Record,0.0,0,0,,catch-all,6,Valid,Fitness; Healthcare; Referral,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Tim,Berry,kallen@example.com,(675) 503-7647,lead,Working,Proposal,False,32,27,2025-09-12,2025-09-12,Working,ZCR-104641,,ZCR-104641,2024-05-17,No DaySmart Record,0.0,0,0,,valid,10,Valid,Hospitality; Professional; Referral,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Adrian,Mendoza,hmartin@example.com,(911) 050-6835,lead,Qualified,Closed Won,False,95,24,2026-02-28,2026-02-28,Qualified,ZCR-104642,,ZCR-104642,2026-01-01,No DaySmart Record,0.0,0,0,,valid,10,Valid,Newsletter; Professional; Wellness,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Karen,Owens,gillwilliam@example.org,(420) 512-5322,lead,Converted,Perception Analysis,False,66,27,2025-05-30,2025-05-30,Converted,ZCR-104645,,ZCR-104645,2024-05-21,No DaySmart Record,0.0,0,0,,valid,10,Valid,Healthcare; Repeat; VIP,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Oscar,Griffin,thomaslove@example.com,(421) 402-0921,lead,Qualified,Value Proposition,True,108,35,2025-07-11,2025-07-11,Qualified,ZCR-104646,,ZCR-104646,2025-08-21,No DaySmart Record,0.0,0,0,,do_not_mail,1,Valid,Hospitality; Repeat; VIP,Do Not Mail,Zoho,Zoho Only — Never Booked,2026-04-14
Danielle,Green,rlopez@example.com,(577) 543-7295,lead,Working,Value Proposition,False,15,12,2025-06-21,2025-06-21,Working,ZCR-104647,,ZCR-104647,2024-10-03,No DaySmart Record,0.0,0,0,,valid,10,Valid,Fitness; Newsletter,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Bobby,Doyle,caguilar@example.net,(366) 540-8004,lead,New,Negotiation,False,82,53,2025-12-30,2025-12-30,New,ZCR-104648,,ZCR-104648,2024-08-22,No DaySmart Record,0.0,0,0,,valid,10,Valid,Course; New Customer; Wellness,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Deborah,Foster,ulopez@example.net,(104) 828-0174,lead,Working,Qualification,False,46,9,2025-12-24,2025-12-24,Working,ZCR-104651,,ZCR-104651,2025-11-08,No DaySmart Record,0.0,0,0,,catch-all,6,Valid,Hospitality; Newsletter; Professional,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Vanessa,Gonzalez,garciajared@example.org,(995) 662-6979,lead,Working,Closed Won,False,37,0,2025-06-14,2025-06-14,Working,ZCR-104652,,ZCR-104652,2024-06-30,No DaySmart Record,0.0,0,0,,valid,10,Valid,Education; New Customer,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Charles,Wilson,ujordan@example.net,(860) 812-5113,lead,New,Needs Analysis,False,15,13,2025-08-09,2025-08-09,New,ZCR-104653,,ZCR-104653,2024-12-03,No DaySmart Record,0.0,0,0,,valid,10,Valid,Corporate; Repeat; VIP,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Jon,Spence,carlos84@example.org,(615) 736-3561,lead,Converted,,False,2,0,2026-02-22,2026-02-22,Converted,ZCR-104654,,ZCR-104654,2025-10-08,No DaySmart Record,0.0,0,0,,valid,10,Valid,Corporate; Referral,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Kevin,Jackson,chenjames@example.org,(150) 679-2642,lead,Unqualified,Decision Maker,False,43,13,2026-01-14,2026-01-14,Unqualified,ZCR-104656,,ZCR-104656,2026-01-22,No DaySmart Record,0.0,0,0,,catch-all,6,Valid,Course; Education; Referral,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Craig,Cardenas,xmcclure@example.org,(708) 397-1534,lead,Converted,Qualification,False,61,7,2025-10-05,2025-10-05,Converted,ZCR-104657,,ZCR-104657,2025-09-02,No DaySmart Record,0.0,0,0,,valid,10,Valid,Professional,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Chloe,Owens,diana13@example.net,(495) 522-5765,lead,Qualified,,False,14,1,2025-08-18,2025-08-18,Qualified,ZCR-104658,,ZCR-104658,2024-11-25,No DaySmart Record,0.0,0,0,,valid,10,Valid,Education; Retail,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Christopher,Lopez,steven19@example.net,(057) 417-9321,lead,Converted,Closed Won,False,17,15,2026-01-31,2026-01-31,Converted,ZCR-104659,,ZCR-104659,2024-05-07,No DaySmart Record,0.0,0,0,,valid,10,Valid,Referral; Wellness,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Brian,Lynch,pruittmatthew@example.com,(981) 488-7106,lead,New,Prospecting,False,84,46,2025-07-21,2025-07-21,New,ZCR-104660,,ZCR-104660,2026-02-18,No DaySmart Record,0.0,0,0,,unknown,4,Valid,Healthcare; Wellness,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Caitlyn,Terry,smallkathryn@example.com,(005) 874-9945,lead,New,Value Proposition,False,110,38,2025-04-15,2025-04-15,New,ZCR-104662,,ZCR-104662,2024-05-31,No DaySmart Record,0.0,0,0,,valid,10,Valid,Healthcare,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Dennis,Bean,jonathan53@example.com,(600) 677-3306,lead,Unqualified,Perception Analysis,False,76,0,2026-01-12,2026-01-12,Unqualified,ZCR-104667,,ZCR-104667,2024-10-11,No DaySmart Record,0.0,0,0,,valid,10,Valid,Course; Fitness; New Customer,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
John,Foster,wrightnorma@example.com,(873) 570-0071,lead,Unqualified,Negotiation,False,96,10,2025-09-04,2025-09-04,Unqualified,ZCR-104668,,ZCR-104668,2024-11-10,No DaySmart Record,0.0,0,0,,catch-all,6,Valid,Course; Repeat; VIP,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Ariel,Gonzales,fparsons@example.net,(487) 314-6010,lead,Working,Negotiation,False,73,19,2026-03-02,2026-03-02,Working,ZCR-104669,,ZCR-104669,2025-10-21,No DaySmart Record,0.0,0,0,,valid,10,Valid,Course; Referral; Retail,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Jose,Freeman,walter55@example.org,(224) 494-8870,lead,New,Perception Analysis,False,43,1,2025-08-27,2025-08-27,New,ZCR-104671,,ZCR-104671,2025-06-30,No DaySmart Record,0.0,0,0,,unknown,4,Valid,Hospitality; Referral; Wellness,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Jesse,Bowman,melanie46@example.net,(093) 636-6205,lead,Qualified,Negotiation,False,37,26,2025-08-06,2025-08-06,Qualified,ZCR-104672,,ZCR-104672,2024-11-16,No DaySmart Record,0.0,0,0,,valid,10,Valid,Hospitality; Newsletter,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Joshua,Hurst,ramseyjacob@example.com,(816) 131-6888,lead,Qualified,Prospecting,False,78,31,2026-03-19,2026-03-19,Qualified,ZCR-104673,,ZCR-104673,2024-11-13,No DaySmart Record,0.0,0,0,,catch-all,6,Valid,Healthcare; Repeat; VIP,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Abigail,Davis,johnparker@example.com,(368) 190-9877,lead,New,Negotiation,False,20,14,2026-01-18,2026-01-18,New,ZCR-104675,,ZCR-104675,2026-04-06,No DaySmart Record,0.0,0,0,,valid,10,Valid,Hospitality; New Customer; Wellness,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Alexis,Guerrero,ashley91@example.net,(916) 215-2938,lead,Converted,Prospecting,False,113,39,2025-06-12,2025-06-12,Converted,ZCR-104678,,ZCR-104678,2025-03-17,No DaySmart Record,0.0,0,0,,catch-all,6,Valid,Fitness; New Customer,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Tammy,Collins,dennisadam@example.net,(687) 156-1220,lead,New,Negotiation,False,8,1,2025-05-03,2025-05-03,New,ZCR-104679,,ZCR-104679,2025-06-07,No DaySmart Record,0.0,0,0,,valid,10,Valid,Corporate; Education; Newsletter,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Adrian,Mayo,xramos@example.com,(056) 057-2364,lead,New,Closed Won,False,85,25,2025-11-25,2025-11-25,New,ZCR-104680,,ZCR-104680,2026-01-24,No DaySmart Record,0.0,0,0,,valid,10,Valid,Course; Newsletter; Professional,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
David,Reed,ghamilton@example.net,(235) 513-5327,lead,Unqualified,,False,77,1,2025-11-07,2025-11-07,Unqualified,ZCR-104682,,ZCR-104682,2026-02-15,No DaySmart Record,0.0,0,0,,valid,10,Valid,Hospitality; Retail,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Antonio,Hammond,dballard@example.net,(514) 538-8528,lead,Working,Closed Lost,False,84,33,2026-02-11,2026-02-11,Working,ZCR-104683,,ZCR-104683,2026-01-21,No DaySmart Record,0.0,0,0,,valid,10,Valid,Fitness; Repeat; VIP,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Jennifer,Fisher,njohnston@example.org,(959) 564-2231,lead,Qualified,Proposal,False,42,26,2025-08-01,2025-08-01,Qualified,ZCR-104684,,ZCR-104684,2026-01-01,No DaySmart Record,0.0,0,0,,valid,10,Valid,Fitness; Newsletter; Retail,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Heidi,Brown,jessicareeves@example.org,(781) 962-3649,lead,Converted,Proposal,False,16,8,2025-06-28,2025-06-28,Converted,ZCR-104685,,ZCR-104685,2026-01-31,No DaySmart Record,0.0,0,0,,catch-all,6,Valid,Fitness; Professional; Repeat; VIP,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Charles,Hall,danielleunderwood@example.com,(980) 530-8169,lead,New,Prospecting,False,19,6,2025-07-03,2025-07-03,New,ZCR-104687,,ZCR-104687,2024-12-22,No DaySmart Record,0.0,0,0,,valid,10,Valid,Professional; Referral; Wellness,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Daniel,Ellis,larry98@example.org,(051) 220-6387,lead,Qualified,Negotiation,False,111,10,2025-08-31,2025-08-31,Qualified,ZCR-104688,,ZCR-104688,2025-08-21,No DaySmart Record,0.0,0,0,,valid,10,Valid,Fitness; New Customer,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Jamie,Mathis,vmarsh@example.org,(574) 641-5748,lead,New,,True,45,40,2025-06-16,2025-06-16,New,ZCR-104689,,ZCR-104689,2025-11-12,No DaySmart Record,0.0,0,0,,do_not_mail,1,Valid,High Value; Professional,Do Not Mail,Zoho,Zoho Only — Never Booked,2026-04-14
Lori,Guzman,cheryl35@example.org,(610) 387-4871,lead,Converted,Closed Won,False,30,11,2025-04-16,2025-04-16,Converted,ZCR-104690,,ZCR-104690,2024-09-13,No DaySmart Record,0.0,0,0,,catch-all,6,Valid,Fitness; Newsletter,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Amy,Sparks,johnlynn@example.com,(007) 965-8914,lead,Converted,Perception Analysis,False,24,6,2025-05-27,2025-05-27,Converted,ZCR-104691,,ZCR-104691,2025-10-20,No DaySmart Record,0.0,0,0,,valid,10,Valid,Education; Healthcare,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
James,Horton,jesse41@example.org,(744) 303-2081,lead,Converted,Closed Won,False,39,24,2025-11-18,2025-11-18,Converted,ZCR-104693,,ZCR-104693,2025-09-25,No DaySmart Record,0.0,0,0,,valid,10,Valid,Fitness; Healthcare; New Customer,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Chelsea,Gonzalez,brenda60@example.com,(396) 248-9754,lead,Unqualified,Proposal,False,71,14,2025-11-01,2025-11-01,Unqualified,ZCR-104694,,ZCR-104694,2024-05-20,No DaySmart Record,0.0,0,0,,valid,10,Valid,Beauty; Wellness,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Ronald,Wilson,yparsons@example.com,(267) 243-7140,lead,Converted,,False,93,35,2025-09-12,2025-09-12,Converted,ZCR-104695,,ZCR-104695,2025-08-11,No DaySmart Record,0.0,0,0,,valid,10,Valid,Beauty; Education; New Customer,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Dana,Davis,brandygarcia@example.com,(401) 401-5250,lead,Unqualified,Decision Maker,False,110,14,2025-12-14,2025-12-14,Unqualified,ZCR-104696,,ZCR-104696,2025-11-05,No DaySmart Record,0.0,0,0,,valid,10,Valid,Fitness; Professional,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
James,Fritz,scarey@example.org,(731) 358-0994,lead,New,Value Proposition,False,52,27,2026-01-04,2026-01-04,New,ZCR-104697,,ZCR-104697,2025-11-03,No DaySmart Record,0.0,0,0,,valid,10,Valid,Fitness; Hospitality; Repeat; VIP,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Bradley,Vaughn,robertsjohnny@example.net,(174) 906-4635,lead,Qualified,Proposal,False,17,2,2025-10-04,2025-10-04,Qualified,ZCR-104698,,ZCR-104698,2025-12-15,No DaySmart Record,0.0,0,0,,valid,10,Valid,Education; Wellness,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Bryan,Smith,matthewwilliams@example.org,(266) 528-2648,lead,Working,Decision Maker,False,58,2,2025-11-19,2025-11-19,Working,ZCR-104700,,ZCR-104700,2025-10-09,No DaySmart Record,0.0,0,0,,valid,10,Valid,Education; Referral,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
John,Young,connor08@example.net,(878) 346-1884,lead,New,Needs Analysis,False,68,45,2025-11-11,2025-11-11,New,ZCR-104703,,ZCR-104703,2025-10-25,No DaySmart Record,0.0,0,0,,valid,10,Valid,Education; Newsletter,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Victoria,Morales,millerrachel@example.org,(838) 797-0040,lead,Converted,Closed Lost,False,46,4,2026-01-21,2026-01-21,Converted,ZCR-104704,,ZCR-104704,2025-08-13,No DaySmart Record,0.0,0,0,,valid,10,Valid,Education; Healthcare; Newsletter,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Heather,Howard,lori69@example.com,(460) 768-2314,lead,Unqualified,Proposal,False,22,8,2025-05-10,2025-05-10,Unqualified,ZCR-104705,,ZCR-104705,2025-07-08,No DaySmart Record,0.0,0,0,,catch-all,6,Valid,Healthcare; High Value; Professional,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Edward,Sullivan,michele13@example.net,(269) 717-9328,lead,Converted,Value Proposition,False,22,8,2025-08-31,2025-08-31,Converted,ZCR-104706,,ZCR-104706,2024-08-11,No DaySmart Record,0.0,0,0,,valid,10,Valid,Education; Wellness,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Jillian,Johnson,mpearson@example.com,(366) 511-2274,lead,Converted,Closed Lost,False,63,23,2025-05-18,2025-05-18,Converted,ZCR-104707,,ZCR-104707,2024-07-16,No DaySmart Record,0.0,0,0,,catch-all,6,Valid,Course; Repeat; VIP; Wellness,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Tina,Macias,weavermichael@example.com,(954) 571-7526,lead,Unqualified,,False,15,8,2025-10-07,2025-10-07,Unqualified,ZCR-104708,,ZCR-104708,2026-02-10,No DaySmart Record,0.0,0,0,,valid,10,Valid,High Value; Professional,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
